,epoch,test_acc,test_loss,train_acc,train_loss
0,2,0.1033,2.5468138217926026,0.12042857142857144,2.4496285498142245
1,4,0.1128,2.644005274772644,0.141,2.410707991463797
2,6,0.0974,2.629014313220978,0.15328571428571428,2.374780196802957
3,8,0.1534,2.5731979250907897,0.1533571428571429,2.356171260561262
4,10,0.1308,2.5269030809402464,0.1666428571428571,2.3075336447783883
5,12,0.2175,2.4979827880859373,0.18482142857142855,2.2569280794688633
6,14,0.2126,2.473480522632599,0.20671428571428577,2.196456596255302
7,16,0.1264,3.8362647533416747,0.22325,2.2022370581115998
8,18,0.1148,6.2243633508682255,0.23339285714285718,2.3182615092822485
9,20,0.1137,7.872235298156738,0.25614285714285706,2.3181249601500378
10,22,0.1141,7.831919956207275,0.2657142857142858,2.3162003772599356
11,24,0.1156,8.427821445465089,0.28085714285714286,2.291544682638986
12,26,0.114,9.69541654586792,0.2764642857142857,2.347983418617929
13,28,0.1137,10.35157651901245,0.28785714285714276,2.320482659339905
